NIF;clave;nombre;direccion;latitud;longitud;frase
14770632W;euJdiR4p;Gaby Pairpoint;8551 Menomonie Trail;41.421903;-2.776749;Que suerte tienes
73893511W;tAPUBk8lsBL;Rosemaria Linggard;32 Westport Hill;38.769789;-5.939131;Perdon no sabia que seguias aqui
93849952H;FyLISgzHEmQ;Allix Dodworth;8681 Kinsman Circle;40.06674;-8.796226;Se pusieron todos de pie al mismo tiempo
45845542Z;FsGzJACViDMT;Clarence Motton;3863 Schmedeman Point;37.180648;-6.97274;Ya son las nueve
38263760D;tRUDqhCy;Celeste Ledster;16 Dunning Point;41.446366;-8.182271;No tengo hermanas
33500924P;oaimBlgIe;Dane Shortland;9 Center Terrace;36.410359;0.90956;Hicieron caso omiso de sus objeciones
99722267J;RZeYODN;Hobart Pymer;76 Johnson Court;39.432071;-7.837619;No me gusta la casa en que vive
44580359P;MDCMDe;Hermione Allom;091 Loomis Way;36.331831;-8.168202;Me gustaria que viniese a las nueve
78005447C;PXdvlwcd4ouJ;Calypso Slimings;37961 Anderson Point;38.663868;-5.340685;No encuentro el cuchillo
48801743R;0YyScf5sX;Derrick Wychard;17270 Carpenter Plaza;42.06039;-4.850511;Sus piernas temblaban del miedo
38676344D;3rrm3W3FZua8;Matti Matton;2 Namekagon Trail;40.106077;-3.739978;Mas o menos cuanto tiempo tardara
98810093A;IeMrzjE;Rayshell Gamage;9129 Morning Way;39.423272;-1.45956;Esto es feo
13226825D;Ezl8Yoq2iB;Agathe Romi;50663 Anthes Hill;43.205698;-1.37843;La funcion de busqueda tiene muy pocas opciones
34462533W;qXl6UU;Catlaina Beebee;2 Loomis Drive;42.326842;-1.604209;Me encontre con ella en la calle
10763726U;142eOsXU4pf;Di Spieck;060 Lakewood Gardens Avenue;38.991384;-3.548676;Sabes quien es ella
13779308I;61Q6kx;Ernesta Roj;58659 Coolidge Street;40.489307;1.460679;Somos sus hijos
73559065K;bYRVVZ;Ward Annis;89845 Golf Hill;37.836277;-0.35491;Voy al banco
61809587X;HZ8COHAdHmo;Zulema McGuigan;02463 Bunker Hill Lane;38.991068;-7.61441;Las flores florecen
29691408A;rw4UeZKrd3LS;Tiffie Rowat;3398 Loftsgordon Junction;41.545684;-6.606248;Que suertudo
83535781C;WfjF70hz;Genny Odda;6 Carberry Drive;40.691703;-9.149522;Todos se levantaron al mismo tiempo
19904867Y;WHS7yPg;Raf Orkney;49 Chive Drive;42.970165;0.598647;Masha suena con encabezar una revolucion pero es demasiado timida
09375354Z;mZN0f4;Misti Torrance;36532 Messerschmidt Parkway;37.879494;2.95204;Alguna vez has caminado a traves de un cementerio a medianoche
69258628J;vSNVjuBQ52;Michel Bollans;6 Alpine Park;39.777826;2.865148;Si pudiera liberaria a todos los pajaros enjaulados
97465286Z;mJtd41Hv;Harley Greenham;651 Dakota Court;43.246328;-4.368912;A el le gustan los tigres
85108581R;NlRvacEQRy6;Sutherland Welford;06887 Arrowood Avenue;37.859166;-5.299842;Ven a nadar conmigo
52236801M;PcumEtiiHr;Alvan Collyns;17 Sunbrook Street;43.141367;-5.602979;Ven a cantar conmigo
21931430A;EGn27m;Dana Gilbane;83 Nelson Street;42.238248;-5.694249;Ven a pecar conmigo
22826061Z;xwXUvS9cU;Meghan de Verson;3 Marcy Point;38.726872;-6.460915;Si o no
71893287B;TIkBxzw;Lanny Geertje;5956 Summer Ridge Drive;37.479466;-4.355201;Es todo o nada
18489414C;TQysud3Rx0aO;Cully Maybey;6 Hermina Lane;38.446207;-5.706848;Ni la alegria ni el dolor pueden durar para siempre
24193676Y;xkDg6vEg5;Iolande Waterworth;1101 Hazelcrest Place;41.694584;-7.565196;Ella es mas alta que su hermana
75684001R;U4qqrp2;Cherice Torrie;82 Farragut Court;37.249225;-6.482533;Una pequena ganancia es mejor que una gran perdida
00750987W;sa2Mqs7tptSD;Nanice Crosskill;935 Bunker Hill Road;41.385592;-3.619339;Quieres beber algo
54915787J;f6dboGCVb;Osbourn Bernt;2657 Tomscot Alley;42.156457;-8.101876;Tus zapatos estan desatados
23621621N;OMQXMOhEE;Alphonso Budgey;62434 Clove Plaza;37.636922;-0.563546;Sus zapatos estan desatados
21855291G;ajHKK6;Dosi Ingamells;26 Randy Terrace;42.948414;2.233878;Vuestros zapatos estan desatados
87280385T;xG2qq9zfSzR;Merci Headland;91708 Stang Plaza;39.260104;-7.260521;Estoy muerto de hambre
06193978Q;GbYsmQX609G6;Abelard Vispo;289 Village Green Avenue;36.528336;-8.920553;Una pulga puede saltar doscientas veces su propio tamano
08912798N;BTtDThEEk;Leon Greber;7768 Paget Hill;40.039382;1.56046;Es tu turno de cantar
77324311Z;R5rXrwEGrK;Othilie Fechnie;48148 Clarendon Road;38.361473;-5.133191;Mas de 3000 personas estuvieron en el concierto
15873630J;Fdyps3Sv;Babbie Sealeaf;12 Sundown Circle;37.544106;-2.189768;Alemania es una democracia parlamentaria
27919134N;e1TDKZCPb;Ruth Castiello;6 Pennsylvania Plaza;39.456026;-3.847226;El Reino Unido esta compuesto por Inglaterra Escocia Gales e Irlanda del Norte
34737288Q;EfiBdsByW;Michael Lowin;543 Golden Leaf Park;41.908458;-3.379441;A las armas
49123202D;NSeixXKgF;Davidde Leele;312 Loeprich Terrace;40.774775;0.469737;Me sangran las encias
24323789S;kf64yFA7bf;Darryl Nannoni;760 Farragut Road;36.352691;1.195323;Estas segura de querer llamar a la policia le pregunte
00668740Z;n7M7eA;Millie Esp;3 Canary Plaza;41.043785;-7.159322;Normalmente me levanto a las ocho
02910448I;89Mr7wF8X4Rj;Mela Lapwood;46396 Sutherland Point;38.878381;-3.863953;Yo uso Twitter
89073113O;3BEpRIqFloGk;Bethany Grimme;492 Golden Leaf Street;42.624388;1.981;Mi decision de estudiar en el extranjero sorprendio a mis padres
22983723G;qT8a03r;Alicea Baseke;3143 Steensland Way;43.267912;-6.338638;Pero no puedes decir que la civilizacion no avanza ya que en cada guerra te matan de una forma diferente
38636262D;TYAHtvRaIb2R;Margaretta Lorain;5991 Cambridge Way;40.191781;1.701266;Ya he tenido suficiente
64400984Q;lYhZ5gjfFW9;Elfrieda Draijer;28 Cherokee Place;42.648088;-6.463972;Estoy hasta las narices
50518081G;bJ3jZnPK8;Egbert Blacklock;48269 Transport Park;42.435034;-0.82092;Estoy hasta los cojones
46654055K;agp7st50r6g;Akim Adderley;46391 5th Junction;42.103626;-7.510345;Ella vive en el culo del mundo
91831754E;waI5eev;Cary Adolphine;263 Trailsway Point;40.500799;-4.282103;Creo que mi japones apesta
86160625Z;cRsZV4;Odele McDaid;762 Coolidge Center;36.906044;-8.924082;Creo que mi japones es muy malo
84040291T;pklq8An9lR;Meris Reddle;8446 Menomonie Road;41.341625;-1.801125;Tengo ganas de vomitar
05987013S;yr6ijRDB;Delora Kliemke;5 Jay Center;36.564119;-6.585801;El la palmo ayer
13720871G;DpWzgpwGObw;Pegeen Dudding;91 Memorial Way;37.002426;-8.307172;Me sacas de mis casillas
01504994W;3M2xbf60bL;Lilyan Maltman;17754 Bunker Hill Alley;41.029719;2.330841;La fabrica cerro hace diez anos
99774222H;gZWHeiN9AC;Durante Wrightham;03756 Chinook Point;37.625813;-8.938142;Tenian pegatinas en sus coches que decian primero Iraq luego Francia
34840349O;SrlaMWIGuB;Ado Weber;75 Burrows Circle;38.748506;-8.367079;Tu iras a la escuela
18920317W;wlGcbGvcVSk4;Ertha Jenkyn;77 Tennessee Street;41.886011;0.406626;Tatoeba has oido hablar alguna vez de las peleas de oraciones Si eso es lo que hacemos para divertirnos
68117956V;ZugANGE4ZPB;Dian Graddon;64172 Hintze Junction;41.339804;2.62475;Que has hecho
54091243X;vLdXgVDqp;Mandy Roseburgh;53045 Veith Junction;38.738587;-2.368577;El Sr White parece tener muchos amigos
51596615M;ilgTxKMWtk;Raynard Lowery;85 Stuart Drive;37.247887;-8.498253;Es una lastima pero a tu personaje le matan al comienzo de la obra
19819137G;EXoNjXs2;Kirstyn Creeghan;844 Clove Point;36.301959;0.78757;Soy inteligente
40466951O;8lmOtt6a;Britte Pancoast;8418 American Ash Junction;40.370904;-4.737868;Ella salio sin decir ni una palabra
14604350X;4P5OxwuMahM6;Ethelbert Redemile;050 Shoshone Road;38.06643;2.316728;Paula tiene que ayudar a su papa en la cocina
02564784F;fCR6uBeCo;Janean Conniam;1749 Iowa Center;40.685985;2.998628;Necesito bajar un par de kilos
46860472R;xP96ecTsAP;Philomena Tiller;41 Badeau Hill;40.839702;-6.533286;El hombre estaba avergonzado de haber nacido pobre
47306681K;MYN1wzhG;Gail Emeney;587 Hagan Pass;39.487664;-8.43212;Que pasara con sus hijos despues de su muerte
01890030K;X2px41gEgQ2;Gustie Treves;6020 Pepper Wood Crossing;38.867446;0.7251;Yumi se fue al parque a jugar al tenis
31882791V;6WUUOGy;Catlaina Ather;3635 Kennedy Park;42.584082;1.70912;El es un Edison japones por asi decirlo
34129591J;Rn3VJX5fe;Geoff Lefwich;172 Service Terrace;39.926347;-8.668998;Estas ocupado hoy
79064919K;QswfmrjKh4;Velma Wimlett;8 Browning Crossing;38.661456;0.859111;Alemania colinda con Holanda
25137187L;8AcUgA1GixM;Freda Skyppe;42 Lyons Way;39.305656;-3.116463;Se te ha perdido algo aqui
03961994K;1EgWHpIPS;Winna Grishakin;164 Carberry Avenue;36.73032;2.908216;Por que mentiste
26533309Z;2A5HHAFyf1;Susann Craufurd;5763 Pond Circle;37.919257;-3.828095;Ella se fue sin decir nada
26479227A;C9fOFkT;Tristam Troillet;85 Dixon Court;42.789706;-6.818619;Empece a estudiar chino la semana pasada
08283771F;ZRDIuXC;Sigfried Dashper;290 Manufacturers Court;42.493585;-8.341619;Lo siento si mis palabras te hirieron
88033712J;GHyphJUn;Sarah Jaszczak;94 Thierer Court;36.328651;-5.59565;Nunca pierde la esperanza
72277737U;i0bxZ0;Tiertza OFergus;36 Reindahl Crossing;37.687454;1.10979;Su madre es profesora de ingles
56221685H;pJHCuKaw;Dusty Gilliam;97926 Michigan Terrace;36.165478;-4.691268;Donde esta tu habitacion
64541963E;d6zAzfq11;Carter Andrzejczak;19492 Kedzie Crossing;38.800641;-8.945403;Es ahora o nunca
94899915C;Q953HD0rYeFP;Shani Molson;41904 Bay Pass;37.241342;-7.307338;Aguantar puede ser inaguantable
09295102G;ltBqB0;Daveta Eyers;96165 Hanover Trail;37.995445;-1.168711;Soy tan estupido Estoy intentando explicarte cosas que yo mismo no entiendo
02197180T;fZi3TlMA;Jeffry Rowthorn;63 Fallview Court;36.686908;-2.866309;Se quedaron boquiabiertos
55697016C;UVslnURJ;Stepha Gomersall;17778 Bluestem Place;42.853723;-9.99411;Se quedaron sin palabras
52142410P;7WBmsteMvuq;Mildrid Raselles;2596 Sutherland Hill;37.840423;-5.147034;Desde arriba el rio se parece a una serpiente deslizandose por la jungla
49728987Z;p7krF4A;Cinda Doog;06 Dottie Road;36.757032;-8.627532;Ve a hablar con Jane ella corroborara todo lo que he dicho
71384477O;UA8GFSUTklz;Arlana Dominichelli;8 Cherokee Terrace;39.580524;-2.852834;Puedes guardar un secreto
64352934U;kZOKbT57X;Euphemia De Meyer;58 Maple Court;39.906097;-4.515522;Cual te gusta mejor te o cafe
83548305H;ekBH2rTptrx1;Shellie Coopman;918 Canary Place;37.265692;-7.55001;No te importa si salimos un poco mas temprano
36599792H;gpU3Xo5y;Vickie Seiller;93 Namekagon Street;36.484767;0.319668;Es esta la llave que buscas
05013263E;7pF3Tiuz;Pavla Perocci;119 Autumn Leaf Parkway;39.996461;-7.959335;Probablemente llegare tarde al trabajo
19485422M;4g8x8iMUcMSY;Ivory Syddie;21 Sommers Alley;38.801975;0.269804;Deberias tener en cuenta que ella es mucho mas joven que tu
92854789N;PujZrfee3p4;Aggie Sired;08 Mcguire Road;39.429727;0.90806;Su hermano es un futbolista famoso
65959405H;tDzFOq8KmI;Jennie Oscroft;0560 Algoma Road;42.705828;-8.455803;Su casa es tres veces mas grande que la mia
63855912V;rLX9EA;Eduino Hadlow;633 Melby Junction;36.831073;-5.156781;El era muy viejo
92284872F;U26sIDvL3Mc;Henrieta Doran;131 Judy Parkway;38.070486;-8.221045;Inglaterra se enorgullece de sus poetas
68702260Y;IUJ5F205LQU;Derby Grammer;9 Algoma Trail;40.116386;-2.20165;El olor de macarrones con queso me da nauseas
17955806E;8FKHbImH9o0g;Britni Cardoo;90 Manufacturers Way;40.56024;-4.138192;Me han dado permiso para inspeccionar este equipo
31805677H;9r0hhmIDOU;Lydie Manns;010 Morrow Place;40.48832;-6.645156;Deja de andar con rodeos
44985825U;QWlFTpyLupSR;Mikey Van den Broek;4340 Center Point;39.421075;-3.523247;Ya deja de andar con rodeos y ve al grano
09882276Y;u0dtZ2YDn;Maurita Roddan;6548 Helena Center;43.029551;-5.901411;Un litro de leche contiene mas o menos treinta gramos de proteina
38272358A;zB4RAfr5E;Merwyn Garriock;8149 Northfield Road;40.340173;-5.567929;Te gusta la lluvia
28267039S;4PBODu;Cosetta Gemelli;07854 Grasskamp Road;42.484305;2.349144;Cuesta un ojo de la cara
55143120S;acu8EXBLgNh9;Dolores Torbet;7 Morning Street;37.381563;0.166918;Cuesta un rinon
53735794T;omdGez4Bko;Nealon Culpan;017 Mcbride Parkway;41.402739;-4.411;Estoy harto de tus tonterias
44341723E;DcxVpbLdbwLS;Pietro McCreedy;16 Riverside Lane;40.165675;-5.312801;Peter estaba harto de ninas pueriles
79685011Z;keb3174B;Lloyd Shipp;80489 Village Parkway;39.96826;2.21065;Estoy harto de este clima humedo
80974681W;2q24LL6;Della Noads;60948 Aberg Hill;41.582446;2.27273;Estare muy ocupado el mes que viene
70396860M;QwtXXyO1lo2;Nadia Borrott;03845 Pennsylvania Lane;36.949149;-8.62793;Estare muy ocupada el mes que viene
99743451F;sYHDYJkp;Damaris Henkmann;830 Redwing Way;37.29144;-2.552339;Emi parece feliz
42574065K;xEpsiyk12S;Burt Ferrotti;5 Raven Park;39.735019;-2.230987;Me ha ayudado mucho
38622391F;Sol7jxZ;Loralyn Jukubczak;66178 Petterle Court;41.912408;-6.594594;Hola Meg como te va
21368631K;4HULSaZm;Dorelle Denniston;9007 Sundown Street;36.466039;1.989989;Ella mordio una manzana
56624211Z;DmIJ5FkR;Alexis Riggoll;11291 Mockingbird Court;36.227923;-1.504898;En pocas palabras rechazo su propuesta
91078714P;xmmxCXb9PRsp;Birgitta Tordiffe;9 Charing Cross Circle;42.220816;0.65553;El parque de bomberos esta al lado de la comisaria de policia
32773957W;z2rleeDPRQ7;Reidar Wolland;56 Esker Hill;36.004001;-6.34156;La sala fue construida en memoria del fundador
04170032C;yh4FccJ;Moria Braams;962 Loeprich Trail;42.324112;-5.930596;Tiro una piedra al perro
51498377S;QKlY48lDPG;Ezra Titmarsh;40365 Division Road;40.744327;-4.777464;Hace una prueba del motor todos los dias
68727201U;yOibafYSNeh;Roderigo Jebb;81 Marquette Court;37.451954;2.550876;Veo lagrimas en tus ojos
83838356P;RmgZOSFB5dI4;Katherine Prantoni;16 Sutherland Pass;40.384232;2.21882;No la puedo olvidar
32589550H;WijCCA;Wilt Safe;55 Rowland Road;40.111198;-8.882086;Eso es tu responsabilidad
11005148O;KqzJnn9SBtF;Laney Mulcock;1 Chinook Hill;40.892178;-2.766293;A ella no le gusta salir para nada
32486306X;gYuvEUYThB3y;Homere Plumm;97 Maryland Way;39.360973;1.953086;Sera posible Dima se pregunto Habre encontrado por fin al AlSayib correcto
98628443H;j97E12n;Klarika Berisford;1 Morningstar Point;38.102417;-7.108416;La pena de muerte es final e irreversible
50135948R;ugGocrw00M;Brinna Keyworth;402 Springs Crossing;40.396761;-6.6025;David Beckham es ingles
56491340W;Jsm6cbmPj9Du;Katie Yackiminie;0 3rd Way;37.66588;-7.323004;En Valencia se habla valenciano y espanol
13751370K;7pXVqy3yozXE;Megen Halsworth;0 Farragut Place;38.606286;-6.429126;Hemos jugado en esta playa
43102512R;FEG2kz;Pooh Caulcutt;8 Memorial Point;39.69483;-8.367151;Me he leido los dos libros
82979517B;N8llvo;Phyllys Kosel;32700 Old Gate Crossing;40.865952;-5.34315;Perdone querria alquilar un coche
63853687M;p0NhiBisJJ50;Augusto Domleo;6 Oakridge Parkway;38.670538;1.27981;Deja al perro fuera
35792840J;UC5BZloV4dz;Mamie Webley;871 Golf Course Avenue;37.33046;-7.799172;Deberias dejar que el vino respire un par de minutos antes de beberlo
12774825V;JZIChZF;Darby Lethby;98158 Bunker Hill Street;36.245391;-6.598883;No dejes que nada se interponga entre tu y el exito
69379373N;7h4Jy86c;Malory Hargroves;51138 Sommers Center;36.151653;0.198498;Te llamare a las siete
57123197N;UPjVnKP;Ree Dunkerley;789 Park Meadow Junction;41.490642;-5.405408;Calmate
95720547J;ZXmjj5Y4nOvx;Kaleena Bassam;23 Gateway Court;42.289848;-6.589649;Tranquilizate
23264574N;p5BfZ6lL50k8;Fanchette Ibarra;97 Luster Street;39.9182;-8.37542;Me pregunto que pasara si pulso este boton
80574513U;DuA9UQDp0X1;Georgette Auld;6341 Arapahoe Place;41.601197;0.357263;Baja el volumen por favor
68269301S;vbvB9adrSO;Kerstin Andries;6861 Elmside Crossing;38.117872;1.526814;Por ser el emperador mongol que le dio la bienvenida a China a Marco Polo Kublai Khan se convirtio en una leyenda en Europa
71032297B;VyAqVRDKXxoW;Onida Flexman;3156 Merrick Center;42.770214;-5.901356;Kublai Khan es el nieto de Genghis Khan
93248981L;OmwB2lDnN;Natty Doncom;61 Caliangt Street;38.863529;-4.838167;La persona a la que no le gusta nadie es mas triste que aquella a quien nadie quiere
34718916H;idqMmti;Eddy Argrave;4234 Loeprich Street;39.813982;-0.823888;Fuimos al parque a hacer fotos
62824258S;ithDsO;Xymenes Antoniewski;84 Everett Road;38.615309;3.93447;El avion llego exactamente a las nueve
48809072M;YFDKn5YsL;Georges Damp;8 Fieldstone Junction;38.587204;-6.475086;Miho toca el piano mejor que Noriko
09812498Y;n3RmZl6;Allsun Pepler;55249 Pankratz Point;35.950258;-1.332669;Hoy no tengo ganas de trabajar asi que vamos a jugar al futbol
91861407P;IEzsDRfnnM;Jdavie Shepherdson;49 Menomonie Way;42.085403;-3.506644;Te pusiste mejor porque hiciste todo lo que te dijo el medico
84668497P;T5Y1axd;Barrie Sibley;782 Straubel Place;39.981854;-5.488328;No tengo tiempo para estar enfermo
82189741W;PbXBf8aVA;Christian Kilfeder;41 Vahlen Pass;37.191828;-0.426726;No hagas promesas que no puedas cumplir
32281582B;qEozfPDHpyUe;Myrna Crathorne;3454 Monica Hill;38.962221;0.976046;Si prometes algo manten tu palabra
42900238X;VH9aTzChyq92;Dodie Thibodeaux;0161 Russell Road;36.572779;2.6956;Ellos se ponen nerviosos
39364868O;fAYHWMnz2um;Marve Hallt;88772 Evergreen Place;38.382088;-8.39662;Veo a Dan y a Andrei
09580206Q;w3jbXK2T;Bogey Iggulden;3 Monument Lane;37.037445;-7.17552;Islandia pertenecia a Dinamarca
88377562F;sNtDROlGQ;Collen Nestor;2 Portage Plaza;42.097398;-6.528766;Su negocio va bien
38150582I;bwuEoT4eD24H;Toma Polk;0 Knutson Way;41.241506;0.987327;Reanudo su trabajo tras un breve descanso
94875505L;adHkojdCT5;Buck Paye;137 Northview Terrace;36.628177;-5.293458;Estas frustrado con tu trabajo
74730025W;X14eYjs;Clayton Dutton;42702 Kings Alley;38.435947;-7.510206;La muchacha dio la espalda al hombre
31725157J;3V85Xp9;Jeanna Drowsfield;6 Corry Street;40.460567;-5.784823;Si todo va bien puedo hacer 23 piezas al dia
52254831C;6qLbrb;Rhodia Islep;00472 Chive Crossing;37.110358;3.110811;Que tipo mas deshonesto
58939117P;pEV7Ppy;Cherie Tidmas;551 Bayside Way;37.684602;-0.252567;En los Estados Unidos se lleva a cabo un censo cada diez anos
21043350A;64qhKdQBZ;Mireielle Feilden;19187 Crest Line Pass;36.104229;-5.290701;Echame la mano
51961010W;L6pd4G8uC;Andi Bagguley;2936 Bobwhite Street;39.61992;-6.697007;Hubo una epoca en la que la mayoria de la gente no sabia quien era Cristobal Colon pero entonces el nacio
20290522Y;E80hgEsP9R;Melosa Garmanson;315 Westerfield Circle;40.590016;-4.298984;Echame una mano
34281397V;Jb8ecJLVj;Elle Toten;82 Roth Drive;39.037668;-1.158229;Tengo que cepillarme los dientes
16422477O;dWMlljVb9R;Renault Sydenham;5 Anthes Street;38.331908;-3.669845;Golpeo la mesa con el puno
87502248N;M0ZfP7;Nickey Rainforth;67 Bonner Junction;38.96287;-8.51198;Ninguna de las dos respuestas es correcta
16498555A;tNKLj9e;Xaviera Ruslen;12822 Glacier Hill Center;42.291396;-8.39454;Me lo pase muy bien en mi ultima visita a Kioto
35522010R;SLOOMRr;Sher Allix;34391 Dunning Junction;37.216884;-8.729626;Justo ahora termine de hacer mi tarea de ingles
61041938R;lIJLkX;Shina Hughs;9 Grim Parkway;41.048573;-6.47058;El es el unico hijo que tienen
36688301L;VZK7wbA;Corbie Denisyev;85 Banding Drive;36.096498;-5.51385;Sabes donde esta ella
66371831N;X5WV0cpfS0;Daune Smaridge;54 Claremont Drive;37.76853;-7.882497;Quiere que se arregle este reloj
11186467I;9kkBsTqec;Erich Bowley;98 Sycamore Point;38.793877;-8.855189;Fui a casa
65787586X;sLz2UL8Fevo3;Nanete Atlay;78 Marquette Place;42.457359;1.850168;Un extrano entro en el edificio
49553082N;KJCphXNj;Sandro Kaser;0133 Derek Avenue;42.13763;-8.606674;Me parecio extrano que no apareciera
67561236V;T7wIWRk;Ophelie Sayes;58 West Street;36.812654;-1.708889;El agua transmite mejor el sonido que el aire
79217869Y;RSoGULB1L;Scarlett Welchman;7 Hoepker Avenue;39.003561;-3.895168;Favor de entregar los documentos necesarios
03223601B;ll0YfX7xO4k;Lishe Perkis;7089 Cody Drive;37.622921;-2.620333;Hoy estudiaremos a Charles Dickens
66660822Y;rmPSsa;Bink Martell;91284 Springs Lane;40.337001;-0.293866;El perro debe de estar hambriento
04269283X;ov8n87OwTg;Andonis Hayller;50608 Independence Court;36.050501;-6.42619;Le gusta vivir en Tokio
99221954W;DFClTq;Peggi Bilsford;30 Harbort Plaza;42.081668;-2.463932;Tomamos sandwiches para desayunar
87359791E;LaWOYL;Stevena Degoe;7779 Pine View Road;37.944731;-5.548004;Ellos estan dispuestos a ayudarnos
53056112B;qlgnBLMH;Gibbie Cottey;821 Debs Junction;37.122589;-8.251878;Estamos en la era de la energia nuclear
83580033Z;taEr7FUKk;Neel Rawes;84320 Linden Parkway;37.73613;2.248663;Cuantos hermanos teneis
